share_code,name,fund_type,status,inception_date,end_date,known_at,source,family_id,end_known_at,source_ts_code,canonical_fund_id,is_representative
001866,北信瑞丰新成长灵活配置混合,混合型-灵活,清盘,2015-11-11,2023-03-08,2015-11-11,tushare_fund_basic,华银基金管理有限公司,2023-03-08,001866.OF,001866,True
0018841,中欧沪深300指数增强(LOF)-E,股票型,清盘,2015-10-08,2018-10-07,2015-10-08,tushare_fund_basic,中欧基金管理有限公司,2018-10-07,0018841.OF,1660071,False
001923,国泰添益灵活配置混合,混合型-灵活,清盘,2016-08-17,2018-08-30,2016-08-17,tushare_fund_basic,国泰基金管理有限公司,2018-08-30,001923.OF,001923,True
001939,光大保德信睿鑫灵活配置混合-A,混合型-灵活,清盘,2015-11-17,2023-06-26,2015-11-17,tushare_fund_basic,光大保德信基金管理有限公司,2023-06-26,001939.OF,001939,True
001954,银华生态环保主题灵活配置混合,混合型-灵活,清盘,2016-03-04,2019-12-04,2016-03-04,tushare_fund_basic,银华基金管理股份有限公司,2019-12-04,001954.OF,001954,True
001967,华宝转型升级灵活配置混合,混合型-灵活,清盘,2015-12-15,2023-07-13,2015-12-15,tushare_fund_basic,华宝基金管理有限公司,2023-07-13,001967.OF,001967,True
001979,南方沪港深价值主题灵活配置混合,混合型-灵活,清盘,2015-12-23,2021-03-04,2015-12-23,tushare_fund_basic,南方基金管理股份有限公司,2021-03-04,001979.OF,001979,True
002013,中欧琪丰灵活配置混合-A,混合型-灵活,清盘,2015-11-17,2018-10-10,2015-11-17,tushare_fund_basic,中欧基金管理有限公司,2018-10-10,002013.OF,002013,True
002014,中欧琪丰灵活配置混合-C,混合型-灵活,清盘,2015-11-17,2018-10-10,2015-11-17,tushare_fund_basic,中欧基金管理有限公司,2018-10-10,002014.OF,002013,False
002023,红塔红土稳健回报灵活配置混合-A,混合型-灵活,清盘,2017-03-24,2022-11-22,2017-03-24,tushare_fund_basic,红塔红土基金管理有限公司,2022-11-22,002023.OF,002023,True
002024,红塔红土稳健回报灵活配置混合-C,混合型-灵活,清盘,2017-03-24,2022-11-22,2017-03-24,tushare_fund_basic,红塔红土基金管理有限公司,2022-11-22,002024.OF,002023,False
002029,安信动态策略灵活配置混合-C,混合型-灵活,清盘,2015-11-17,2023-04-12,2015-11-17,tushare_fund_basic,安信基金管理有限责任公司,2023-04-12,002029.OF,001185,False
002033,华安新财富灵活配置混合-A,混合型-灵活,清盘,2016-09-22,2018-01-24,2016-09-22,tushare_fund_basic,华安基金管理有限公司,2018-01-24,002033.OF,002033,True
002034,华安新财富灵活配置混合-C,混合型-灵活,清盘,2016-09-22,2018-01-24,2016-09-22,tushare_fund_basic,华安基金管理有限公司,2018-01-24,002034.OF,002033,False
002037,华安新希望灵活配置混合-A,混合型-灵活,清盘,2016-11-18,2017-12-26,2016-11-18,tushare_fund_basic,华安基金管理有限公司,2017-12-26,002037.OF,002037,True
002038,华安新希望灵活配置混合-C,混合型-灵活,清盘,2016-11-18,2017-12-26,2016-11-18,tushare_fund_basic,华安基金管理有限公司,2017-12-26,002038.OF,002037,False
002039,国投瑞银新收益灵活配置混合-A,混合型-灵活,清盘,2015-11-17,2018-08-29,2015-11-17,tushare_fund_basic,国投瑞银基金管理有限公司,2018-08-29,002039.OF,002039,True
002040,国投瑞银新收益灵活配置混合-C,混合型-灵活,清盘,2015-11-17,2018-08-29,2015-11-17,tushare_fund_basic,国投瑞银基金管理有限公司,2018-08-29,002040.OF,002039,False
002041,国投瑞银新成长灵活配置混合-A,混合型-灵活,清盘,2015-11-27,2018-09-03,2015-11-27,tushare_fund_basic,国投瑞银基金管理有限公司,2018-09-03,002041.OF,002041,True
002042,国投瑞银新成长灵活配置混合-C,混合型-灵活,清盘,2015-11-27,2018-09-03,2015-11-27,tushare_fund_basic,国投瑞银基金管理有限公司,2018-09-03,002042.OF,002041,False
002045,国泰生益灵活配置混合-C,混合型-灵活,清盘,2015-11-16,2018-02-12,2015-11-16,tushare_fund_basic,国泰基金管理有限公司,2018-02-12,002045.OF,001491,False
002047,信诚新鑫回报灵活配置混合-B,混合型-灵活,清盘,2015-11-16,2018-07-30,2015-11-16,tushare_fund_basic,中信保诚基金管理有限公司,2018-07-30,002047.OF,002047,True
002068,东方多策略灵活配置混合-C,混合型-灵活,清盘,2015-11-13,2023-05-10,2015-11-13,tushare_fund_basic,东方基金管理股份有限公司,2023-05-10,002068.OF,400023,False
002069,华泰柏瑞盛利灵活配置混合-A,混合型-灵活,清盘,2017-03-03,2018-10-12,2017-03-03,tushare_fund_basic,华泰柏瑞基金管理有限公司,2018-10-12,002069.OF,002069,True
002070,华泰柏瑞盛利灵活配置混合-C,混合型-灵活,清盘,2017-03-03,2018-10-12,2017-03-03,tushare_fund_basic,华泰柏瑞基金管理有限公司,2018-10-12,002070.OF,002069,False
002075,光大保德信睿鑫灵活配置混合-C,混合型-灵活,清盘,2015-11-17,2023-06-26,2015-11-17,tushare_fund_basic,光大保德信基金管理有限公司,2023-06-26,002075.OF,001939,False
002081,大成景沛灵活配置混合-A,混合型-灵活,清盘,2015-11-24,2018-10-30,2015-11-24,tushare_fund_basic,大成基金管理有限公司,2018-10-30,002081.OF,002081,True
002089,长盛盛鑫灵活配置混合-A,混合型-灵活,清盘,2016-07-13,2018-10-29,2016-07-13,tushare_fund_basic,长盛基金管理有限公司,2018-10-29,002089.OF,002089,True
002090,长盛盛鑫灵活配置混合-C,混合型-灵活,清盘,2016-07-13,2018-10-29,2016-07-13,tushare_fund_basic,长盛基金管理有限公司,2018-10-29,002090.OF,002089,False
002092,国富新增长灵活配置混合-A,混合型-灵活,清盘,2015-11-24,2018-10-17,2015-11-24,tushare_fund_basic,国海富兰克林基金管理有限公司,2018-10-17,002092.OF,002092,True
002093,国富新增长灵活配置混合-C,混合型-灵活,清盘,2015-11-24,2018-10-17,2015-11-24,tushare_fund_basic,国海富兰克林基金管理有限公司,2018-10-17,002093.OF,002092,False
002094,华泰柏瑞中国制造2025灵活配置混合-C,混合型-灵活,清盘,2015-11-19,2019-01-02,2015-11-19,tushare_fund_basic,华泰柏瑞基金管理有限公司,2019-01-02,002094.OF,001456,False
002097,国富新价值灵活配置混合-A,混合型-灵活,清盘,2015-12-02,2018-10-09,2015-12-02,tushare_fund_basic,国海富兰克林基金管理有限公司,2018-10-09,002097.OF,002097,True
002098,国富新价值灵活配置混合-C,混合型-灵活,清盘,2015-12-02,2018-10-09,2015-12-02,tushare_fund_basic,国海富兰克林基金管理有限公司,2018-10-09,002098.OF,002097,False
002099,国富新活力灵活配置混合-A,混合型-灵活,清盘,2016-08-26,2018-09-03,2016-08-26,tushare_fund_basic,国海富兰克林基金管理有限公司,2018-09-03,002099.OF,002099,True
002100,国富新活力灵活配置混合-C,混合型-灵活,清盘,2016-08-26,2018-09-03,2016-08-26,tushare_fund_basic,国海富兰克林基金管理有限公司,2018-09-03,002100.OF,002099,False
002104,博时新价值灵活配置混合-A,混合型-灵活,清盘,2016-03-18,2019-03-08,2016-03-18,tushare_fund_basic,博时基金管理有限公司,2019-03-08,002104.OF,002104,True
002105,博时新价值灵活配置混合-C,混合型-灵活,清盘,2016-03-18,2019-03-08,2016-03-18,tushare_fund_basic,博时基金管理有限公司,2019-03-08,002105.OF,002104,False
002107,广发安富回报灵活配置混合-A,混合型-灵活,清盘,2015-12-29,2017-08-23,2015-12-29,tushare_fund_basic,广发基金管理有限公司,2017-08-23,002107.OF,002107,True
002108,广发安富回报灵活配置混合-C,混合型-灵活,清盘,2015-12-29,2017-08-23,2015-12-29,tushare_fund_basic,广发基金管理有限公司,2017-08-23,002108.OF,002107,False
002110,中海中鑫灵活配置混合,混合型-灵活,清盘,2015-11-23,2018-10-08,2015-11-23,tushare_fund_basic,中海基金管理有限公司,2018-10-08,002110.OF,002110,True
002111,华宝新起点灵活配置混合,混合型-灵活,清盘,2016-12-19,2023-08-31,2016-12-19,tushare_fund_basic,华宝基金管理有限公司,2023-08-31,002111.OF,002111,True
002114,国富新收益灵活配置混合-A,混合型-灵活,清盘,2016-08-31,2018-09-06,2016-08-31,tushare_fund_basic,国海富兰克林基金管理有限公司,2018-09-06,002114.OF,002114,True
002115,国富新收益灵活配置混合-C,混合型-灵活,清盘,2016-08-31,2018-09-06,2016-08-31,tushare_fund_basic,国海富兰克林基金管理有限公司,2018-09-06,002115.OF,002114,False
002122,广发新常态灵活配置混合,混合型-灵活,清盘,2016-12-05,2017-09-04,2016-12-05,tushare_fund_basic,广发基金管理有限公司,2017-09-04,002122.OF,002122,True
002126,广发鑫富灵活配置混合-A,混合型-灵活,清盘,2016-12-22,2017-08-25,2016-12-22,tushare_fund_basic,广发基金管理有限公司,2017-08-25,002126.OF,002126,True
002127,广发鑫富灵活配置混合-C,混合型-灵活,清盘,2016-12-22,2017-08-25,2016-12-22,tushare_fund_basic,广发基金管理有限公司,2017-08-25,002127.OF,002126,False
002129,广发鑫利灵活配置混合,混合型-灵活,清盘,2016-11-18,2018-07-30,2016-11-18,tushare_fund_basic,广发基金管理有限公司,2018-07-30,002129.OF,002129,True
002130,广发鑫隆灵活配置混合-A,混合型-灵活,清盘,2016-11-07,2018-07-26,2016-11-07,tushare_fund_basic,广发基金管理有限公司,2018-07-26,002130.OF,002130,True
002131,广发鑫隆灵活配置混合-C,混合型-灵活,清盘,2016-11-07,2018-07-26,2016-11-07,tushare_fund_basic,广发基金管理有限公司,2018-07-26,002131.OF,002130,False
002141,建信鑫丰回报灵活配置混合-C,混合型-灵活,清盘,2015-11-19,2021-04-21,2015-11-19,tushare_fund_basic,建信基金管理有限责任公司,2021-04-21,002141.OF,001408,False
002153,华安安润灵活配置混合-A,混合型-灵活,清盘,2016-10-31,2018-01-26,2016-10-31,tushare_fund_basic,华安基金管理有限公司,2018-01-26,002153.OF,002153,True
002154,华安安润灵活配置混合-C,混合型-灵活,清盘,2016-10-31,2018-01-26,2016-10-31,tushare_fund_basic,华安基金管理有限公司,2018-01-26,002154.OF,002153,False
002155,国金鑫瑞灵活配置混合-A,混合型-灵活,清盘,2017-09-13,2024-05-21,2017-09-13,tushare_fund_basic,国金基金管理有限公司,2024-05-21,002155.OF,002155,True
002167,南方顺康灵活配置混合,混合型-灵活,清盘,2017-12-02,2021-05-16,2017-12-02,tushare_fund_basic,南方基金管理股份有限公司,2021-05-16,002167.OF,002167,True
002180,中银移动互联灵活配置混合,混合型-灵活,清盘,2017-07-20,2021-06-10,2017-07-20,tushare_fund_basic,中银基金管理有限公司,2021-06-10,002180.OF,002180,True
002186,国联安鑫享灵活配置混合-C,混合型-灵活,清盘,2015-11-28,2026-08-03,2015-11-28,tushare_fund_basic,国联安基金管理有限公司,2026-08-03,002186.OF,001228,False
002191,农银汇理物联网主题灵活配置混合,混合型-灵活,清盘,2016-05-04,2021-05-31,2016-05-04,tushare_fund_basic,农银汇理基金管理有限公司,2021-05-31,002191.OF,002191,True
002192,东方鼎新灵活配置混合-C,混合型-灵活,清盘,2016-04-20,2024-12-19,2016-04-20,tushare_fund_basic,东方基金管理股份有限公司,2024-12-19,002192.OF,001196,False
002204,国泰安心回报混合,混合型-灵活,清盘,2017-11-29,2018-09-05,2017-11-29,tushare_fund_basic,国泰基金管理有限公司,2018-09-05,002204.OF,002204,True
002220,南方瑞利灵活配置混合,混合型-灵活,清盘,2017-12-30,2023-03-15,2017-12-30,tushare_fund_basic,南方基金管理股份有限公司,2023-03-15,002220.OF,002220,True
002221,嘉实价值增强灵活配置混合,混合型-灵活,清盘,2016-12-13,2018-11-01,2016-12-13,tushare_fund_basic,嘉实基金管理有限公司,2018-11-01,002221.OF,002221,True
002223,中邮尊享一年定开灵活配置混合,混合型-灵活,清盘,2015-12-25,2018-12-25,2015-12-25,tushare_fund_basic,中邮创业基金管理股份有限公司,2018-12-25,002223.OF,002223,True
002231,华夏新趋势灵活配置混合-A,混合型-灵活,清盘,2015-12-10,2024-12-05,2015-12-10,tushare_fund_basic,华夏基金管理有限公司,2024-12-05,002231.OF,002231,True
002232,华夏新趋势灵活配置混合-C,混合型-灵活,清盘,2015-12-10,2024-12-05,2015-12-10,tushare_fund_basic,华夏基金管理有限公司,2024-12-05,002232.OF,002231,False
002237,大成景沛灵活配置混合-C,混合型-灵活,清盘,2015-12-03,2018-10-30,2015-12-03,tushare_fund_basic,大成基金管理有限公司,2018-10-30,002237.OF,002081,False
002242,国投瑞银瑞兴灵活配置混合,混合型-灵活,清盘,2018-01-06,2019-04-16,2018-01-06,tushare_fund_basic,国投瑞银基金管理有限公司,2019-04-16,002242.OF,002242,True
002250,红土创新改革红利灵活配置混合,混合型-灵活,清盘,2016-01-26,2019-01-25,2016-01-26,tushare_fund_basic,红土创新基金管理有限公司,2019-01-25,002250.OF,002250,True
002261,中银宝利灵活配置混合-A,混合型-灵活,清盘,2016-02-04,2023-11-22,2016-02-04,tushare_fund_basic,中银基金管理有限公司,2023-11-22,002261.OF,002261,True
002262,中银宝利灵活配置混合-C,混合型-灵活,清盘,2016-02-04,2023-11-22,2016-02-04,tushare_fund_basic,中银基金管理有限公司,2023-11-22,002262.OF,002261,False
002263,泰达宏利同顺大数据量化优选灵活配置混合-A,混合型-灵活,清盘,2016-02-23,2021-07-02,2016-02-23,tushare_fund_basic,宏利基金管理有限公司,2021-07-02,002263.OF,002263,True
002290,大成景辉灵活配置混合-C,混合型-灵活,清盘,2015-12-17,2018-10-30,2015-12-17,tushare_fund_basic,大成基金管理有限公司,2018-10-30,002290.OF,001582,False
002297,方正富邦优选灵活配置混合-C,混合型-灵活,清盘,2016-01-25,2018-09-07,2016-01-25,tushare_fund_basic,方正富邦基金管理有限公司,2018-09-07,002297.OF,001431,False
002314,泰达宏利新思路灵活配置混合-B,混合型-灵活,清盘,2016-01-25,2023-03-15,2016-01-25,tushare_fund_basic,宏利基金管理有限公司,2023-03-15,002314.OF,002314,True
002327,银华恒利灵活配置混合-C,混合型-灵活,清盘,2016-04-01,2021-11-15,2016-04-01,tushare_fund_basic,银华基金管理股份有限公司,2021-11-15,002327.OF,001264,False
002330,兴业聚宝灵活配置混合,混合型-灵活,清盘,2016-02-03,2022-11-18,2016-02-03,tushare_fund_basic,兴业基金管理有限公司,2022-11-18,002330.OF,002330,True
002365,国联安鑫禧灵活配置混合-A,混合型-灵活,清盘,2016-02-03,2018-12-09,2016-02-03,tushare_fund_basic,国联安基金管理有限公司,2018-12-09,002365.OF,002365,True
002366,国联安鑫禧灵活配置混合-C,混合型-灵活,清盘,2016-02-03,2018-12-09,2016-02-03,tushare_fund_basic,国联安基金管理有限公司,2018-12-09,002366.OF,002365,False
002368,国联安鑫悦灵活配置混合-A,混合型-灵活,清盘,2016-02-03,2018-05-15,2016-02-03,tushare_fund_basic,国联安基金管理有限公司,2018-05-15,002368.OF,002368,True
002369,国联安鑫悦灵活配置混合-C,混合型-灵活,清盘,2016-02-03,2018-05-15,2016-02-03,tushare_fund_basic,国联安基金管理有限公司,2018-05-15,002369.OF,002368,False
002370,大成景秀灵活配置混合-C,混合型-灵活,清盘,2016-01-14,2019-04-17,2016-01-14,tushare_fund_basic,大成基金管理有限公司,2019-04-17,002370.OF,001159,False
002371,大成景明灵活配置混合-C,混合型-灵活,清盘,2016-01-14,2019-01-07,2016-01-14,tushare_fund_basic,大成基金管理有限公司,2019-01-07,002371.OF,001262,False
002372,大成景穗灵活配置混合-C,混合型-灵活,清盘,2016-01-14,2018-08-22,2016-01-14,tushare_fund_basic,大成基金管理有限公司,2018-08-22,002372.OF,001263,False
002373,大成景源灵活配置混合-C,混合型-灵活,清盘,2016-01-14,2018-11-07,2016-01-14,tushare_fund_basic,大成基金管理有限公司,2018-11-07,002373.OF,001295,False
002374,大成景鹏灵活配置混合-C,混合型-灵活,清盘,2016-01-14,2018-09-06,2016-01-14,tushare_fund_basic,大成基金管理有限公司,2018-09-06,002374.OF,001333,False
002375,大成景裕灵活配置混合-C,混合型-灵活,清盘,2016-01-14,2018-05-29,2016-01-14,tushare_fund_basic,大成基金管理有限公司,2018-05-29,002375.OF,001517,False
002384,九泰鸿祥服务升级灵活配置混合,混合型-灵活,清盘,2017-08-16,2022-05-31,2017-08-16,tushare_fund_basic,九泰基金管理有限公司,2022-05-31,002384.OF,002384,True
002386,工银瑞信中国制造2025股票,股票型,清盘,2017-04-12,2018-12-28,2017-04-12,tushare_fund_basic,工银瑞信基金管理有限公司,2018-12-28,002386.OF,002386,True
002398,华安安禧灵活配置混合-A,混合型-灵活,清盘,2018-10-23,2023-01-17,2018-10-23,tushare_fund_basic,华安基金管理有限公司,2023-01-17,002398.OF,002398,True
002399,华安安禧灵活配置混合-C,混合型-灵活,清盘,2018-10-23,2023-01-17,2018-10-23,tushare_fund_basic,华安基金管理有限公司,2023-01-17,002399.OF,002398,False
