序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
160,013369,汇添富自主核心科技一年持有混合A,2026-07-31,2.4354,2.4354,4.58,-11.9,-33.17,0.47,27.65,108.58,217.69,166.54,32.4,143.54,115.0653,0.15%
161,112002,易方达策略成长二号混合,2026-07-31,1.568,4.49,1.16,-2.43,-26.12,13.41,29.99,108.36,178.63,125.87,41.45,723.8,112.7762,0.20%
162,010013,易方达信息行业精选股票A,2026-07-31,2.3732,2.4132,3.62,-10.26,-32.88,2.25,28.27,108.29,217.3,181.56,36.87,142.7,112.1542,0.15%
163,011488,申万菱信乐享混合A,2026-07-31,2.0503,2.0503,3.18,-7.41,-30.22,5.5,23.65,108.28,155.2,100.73,48.56,105.03,109.2356,0.15%
164,005551,汇安成长优选混合C,2026-07-31,3.2511,3.2511,2.99,-8.82,-31.02,8.47,26.48,107.92,286.21,236.8,40.11,225.11,108.9664,0.00%
165,160220,国泰民益混合(LOF)A,2026-07-31,4.2851,4.2851,1.51,-5.72,-27.2,6.14,33.98,107.88,139.32,134.09,44.43,328.51,109.7968,0.15%
166,013370,汇添富自主核心科技一年持有混合C,2026-07-31,2.3925,2.3925,4.58,-11.91,-33.2,0.37,27.4,107.72,215.13,163.38,32.09,139.25,114.1898,0.00%
167,160226,国泰民益混合(LOF)C,2026-07-31,4.3198,4.3198,1.51,-5.72,-27.21,6.11,33.91,107.67,138.82,133.35,44.34,237.75,109.5973,0.15%
168,008734,交银科锐科技创新混合A,2026-07-31,2.6116,2.6116,3.61,-8.91,-30.5,16.13,34.27,107.34,142.96,105.15,54.48,161.16,107.1712,0.15%
169,022740,申万菱信乐享混合C,2026-07-31,2.0362,2.0362,3.17,-7.42,-30.25,5.4,23.3,107.29,,,48.12,109.77,108.2643,0.00%
170,019024,易方达信息行业精选股票C,2026-07-31,2.3403,2.3803,3.63,-10.27,-32.91,2.12,27.95,107.24,214.05,,36.48,210.87,111.0959,0.00%
171,006081,海富通电子传媒股票A,2026-07-31,5.2532,5.2532,4.7,-11.48,-33.76,2.58,28.77,106.99,164.87,110.89,35.13,425.32,108.9828,0.15%
172,007639,汇添富竞争优势灵活配置混合,2026-07-31,2.3736,2.3736,2.25,-9.48,-27.09,32.86,44.24,106.96,125.01,122.98,72.27,137.36,106.5257,0.15%
173,011300,易方达智造优势混合A,2026-07-31,2.0785,2.0785,3.31,-3.42,-25.63,0.35,18.33,106.88,143.13,134.38,30.91,107.85,107.5594,0.15%
174,012301,易方达核心智造混合,2026-07-31,1.9253,1.9253,2.86,-6.26,-29.04,-1.7,12.76,106.82,143.25,133.85,29.85,92.53,107.423,0.00%
175,020775,国寿安保产业升级股票发起式A,2026-07-31,2.1648,2.1648,0.19,1.15,-26.6,1.39,26.45,106.27,131.88,,61.5,116.48,103.1532,0.12%
176,013949,交银科锐科技创新混合C,2026-07-31,2.5386,2.5386,3.6,-8.91,-30.53,15.96,33.86,106.11,140.06,101.49,53.94,66.65,105.9549,0.00%
177,011301,易方达智造优势混合C,2026-07-31,2.0328,2.0328,3.3,-3.43,-25.66,0.25,18.07,106.02,141.11,131.55,30.58,103.28,106.7114,0.00%
178,005875,易方达中盘成长混合,2026-07-31,3.3313,3.3313,3.46,-6.82,-29.64,9.03,33.8,105.79,157.8,83.39,44.06,233.13,109.674,0.15%
179,006080,海富通电子传媒股票C,2026-07-31,4.9001,4.9001,4.7,-11.5,-33.8,2.38,28.27,105.35,160.7,105.91,34.52,390.01,107.3414,0.00%
180,020774,国寿安保产业升级股票发起式C,2026-07-31,2.1406,2.1406,0.19,1.15,-26.63,1.26,26.15,105.27,129.6,,61.04,114.06,102.1723,0.00%
181,021626,华富半导体产业混合发起式A,2026-07-31,2.2474,2.2474,5.06,-11.88,-33.9,18.45,27.1,105.17,,,49.32,124.74,102.8706,0.15%
182,110015,易方达行业领先混合,2026-07-31,6.002,6.848,0.07,-0.55,-17.55,25.96,52.1,105.06,137.7,80.89,56.18,723.88,107.4663,0.15%
183,020670,易方达科创芯片ETF联接A,2026-07-31,3.4318,3.4318,3.22,-9.82,-29.32,9.9,22.68,104.59,211.67,,43.45,243.18,103.7644,0.12%
184,021627,华富半导体产业混合发起式C,2026-07-31,2.233,2.233,5.06,-11.89,-33.92,18.34,26.85,104.43,,,49.0,123.3,102.1363,0.00%
185,017102,大摩数字经济混合A,2026-07-31,3.4157,3.4157,6.16,-9.92,-33.13,-4.39,25.45,104.2,218.69,275.52,33.59,241.57,105.7899,0.15%
186,021607,南方上证科创板芯片ETF发起联接A,2026-07-31,3.4349,3.4349,3.34,-9.78,-29.56,9.62,22.47,104.03,213.72,,43.37,243.49,103.2485,0.12%
187,020671,易方达科创芯片ETF联接C,2026-07-31,3.4066,3.4066,3.21,-9.83,-29.34,9.82,22.5,103.98,209.8,,43.2,240.66,103.1608,0.00%
188,006025,诺安优化配置混合A,2026-07-31,4.0047,4.0047,1.82,-2.98,-15.8,32.74,39.54,103.84,220.48,167.71,53.99,300.47,105.1588,0.15%
189,021608,南方上证科创板芯片ETF发起联接C,2026-07-31,3.4281,3.4281,3.34,-9.78,-29.57,9.59,22.41,103.84,213.1,,43.29,242.81,103.0504,0.00%
190,021224,华宝上证科创板芯片ETF发起式联接A,2026-07-31,3.5424,3.5424,3.2,-10.52,-29.9,8.47,20.88,103.79,,,41.06,254.24,102.9447,0.05%
191,001404,招商移动互联网产业股票基金A,2026-07-31,2.5108,2.5108,5.44,-11.57,-26.29,13.87,27.79,103.7,111.44,94.21,44.56,151.08,101.3311,0.15%
192,003857,前海开源周期优选混合A,2026-07-31,4.5702,4.5702,4.16,-12.36,-36.57,-2.95,21.17,103.62,162.02,150.28,33.66,357.02,103.5089,0.15%
193,003858,前海开源周期优选混合C,2026-07-31,4.5054,4.5054,4.16,-12.36,-36.57,-2.97,21.12,103.42,161.52,149.54,33.58,350.54,103.3123,0.15%
194,021225,华宝上证科创板芯片ETF发起式联接C,2026-07-31,3.5286,3.5286,3.2,-10.53,-29.91,8.42,20.76,103.39,,,40.9,252.86,102.5486,0.00%
195,001076,易方达改革红利混合,2026-07-31,3.858,4.018,3.85,-2.01,-16.26,7.98,17.23,103.28,166.27,142.02,28.45,301.27,104.313,0.15%
196,015773,招商移动互联网产业股票基金C,2026-07-31,2.5107,2.5107,5.44,-11.57,-26.31,13.79,27.61,103.11,110.17,92.48,44.32,109.56,100.7596,0.00%
197,018325,国泰海通创新成长混合发起A,2026-07-31,2.023,2.023,4.33,-5.78,-26.29,0.3,13.7,103.11,229.21,129.76,39.81,102.3,102.1383,0.15%
198,017103,大摩数字经济混合C,2026-07-31,3.3468,3.3468,6.16,-9.93,-33.16,-4.53,25.08,102.98,214.87,268.87,33.13,234.68,104.5721,0.00%
199,168401,红土精选混合(LOF)A,2026-07-31,5.2162,5.2162,4.91,-13.73,-41.17,-12.2,18.16,102.95,207.56,150.38,35.18,421.62,105.1199,0.15%
200,007305,国联安新科技混合,2026-07-31,3.2777,3.3977,3.56,-5.27,-23.81,15.78,35.35,102.88,162.43,114.99,52.01,259.46,103.9005,0.15%
201,019571,诺安优化配置混合C,2026-07-31,3.9517,3.9517,1.82,-2.98,-15.83,32.57,39.19,102.84,217.33,,53.55,168.93,104.1589,0.00%
202,001060,前海开源高端装备制造混合A,2026-07-31,3.047,3.047,2.95,-9.4,-34.22,20.33,28.44,102.77,190.47,127.39,51.95,204.7,103.8809,0.15%
203,002125,广发新兴成长混合A,2026-07-31,2.0925,2.0925,3.26,-12.48,-38.73,-14.09,15.15,102.66,127.59,80.23,22.51,109.25,104.3058,0.15%
204,014319,德邦半导体产业混合发起式A,2026-07-31,2.67,2.67,2.99,-11.41,-31.03,4.15,19.8,102.63,201.8,167.8,37.14,167.0,102.8721,0.15%
205,018326,国泰海通创新成长混合发起C,2026-07-31,1.9975,1.9975,4.33,-5.79,-26.31,0.2,13.48,102.32,226.66,127.04,39.49,99.75,101.3609,0.00%
206,001194,景顺长城稳健回报混合A,2026-07-31,5.562,5.627,4.98,-12.27,-31.94,-4.15,18.77,102.25,273.54,289.5,23.63,482.17,104.0352,0.10%
207,016721,前海开源高端装备制造混合C,2026-07-31,3.0273,3.0273,2.95,-9.41,-34.25,20.21,28.19,101.97,,,51.59,114.85,103.0927,0.00%
208,001407,景顺长城稳健回报混合C,2026-07-31,5.381,5.444,5.0,-12.28,-31.95,-4.2,18.65,101.91,272.13,286.84,23.5,452.49,103.6715,0.00%
209,014320,德邦半导体产业混合发起式C,2026-07-31,2.6221,2.6221,2.98,-11.42,-31.06,4.04,19.55,101.82,199.39,164.59,36.82,162.21,102.0575,0.00%
210,018291,广发新兴成长混合C,2026-07-31,2.0496,2.0496,3.26,-12.49,-38.76,-14.19,14.87,101.71,125.35,76.69,22.16,68.55,103.3737,0.00%
211,016772,诺德兴新趋势混合A,2026-07-31,1.5497,1.5497,4.34,-5.71,-36.07,-7.88,18.35,101.23,107.37,65.67,22.8,54.97,104.9597,0.15%
212,021937,华安半导体产业股票发起式A,2026-07-31,2.1512,2.1512,3.48,-10.25,-33.23,0.98,19.89,101.07,,,41.51,115.12,100.0558,0.15%
213,000697,汇添富移动互联股票A,2026-07-31,3.571,3.571,3.48,-8.53,-33.69,0.85,23.27,100.84,168.29,111.18,30.14,257.1,102.0939,0.15%
214,019426,中银数字经济混合A,2026-07-31,2.4539,2.4539,4.57,-11.24,-29.25,7.07,24.2,100.7,149.91,,52.24,145.39,99.2611,0.15%
215,022725,博时上证科创板芯片ETF发起式联接A,2026-07-31,2.1895,2.1895,3.21,-10.55,-30.18,8.62,20.63,100.65,,,41.22,118.95,99.8448,0.10%
216,022726,博时上证科创板芯片ETF发起式联接C,2026-07-31,2.1862,2.1862,3.21,-10.55,-30.18,8.6,20.56,100.46,,,41.15,118.62,99.653,0.00%
217,020899,天弘中证全指通信设备指数发起A,2026-07-31,3.0418,3.0418,5.22,-8.03,-33.04,-9.16,10.14,100.4,197.4,,16.14,204.18,102.7056,0.10%
218,015199,汇添富移动互联股票D,2026-07-31,3.509,3.509,3.48,-8.55,-33.7,0.72,22.99,100.06,166.24,108.74,29.82,92.59,101.3196,0.00%
219,016773,诺德兴新趋势混合C,2026-07-31,1.5164,1.5164,4.33,-5.71,-36.1,-8.01,18.01,100.03,104.92,62.74,22.37,51.64,103.7624,0.00%
220,020900,天弘中证全指通信设备指数发起C,2026-07-31,3.0283,3.0283,5.23,-8.03,-33.05,-9.2,10.04,99.99,196.25,,16.0,202.83,102.3048,0.00%
221,019427,中银数字经济混合C,2026-07-31,2.4302,2.4302,4.57,-11.25,-29.27,6.95,23.93,99.92,148.06,,51.86,143.02,98.5133,0.00%
222,017559,华安上证科创板芯片ETF发起式联接A,2026-07-31,3.0224,3.0224,3.09,-10.53,-29.75,8.46,20.49,99.87,211.3,166.38,40.79,202.24,99.1434,0.05%
223,021938,华安半导体产业股票发起式C,2026-07-31,2.1342,2.1342,3.48,-10.26,-33.26,0.83,19.57,99.87,,,41.08,113.42,98.8632,0.00%
224,015198,汇添富移动互联股票C,2026-07-31,3.481,3.481,3.48,-8.52,-33.71,0.69,22.92,99.6,164.92,107.7,29.74,91.05,100.8656,0.00%
225,016370,信澳业绩驱动混合A,2026-07-31,2.1139,2.1139,5.64,-14.7,-42.59,-18.19,12.32,99.56,281.02,199.08,19.71,111.39,101.7465,0.15%
226,017560,华安上证科创板芯片ETF发起式联接C,2026-07-31,3.0009,3.0009,3.08,-10.54,-29.76,8.41,20.36,99.47,210.07,164.79,40.62,200.09,98.7483,0.00%
227,021792,华泰保兴产业升级混合发起A,2026-07-31,1.5078,2.1459,1.71,-9.23,-28.61,-1.23,21.0,99.11,,,44.64,117.23,97.5333,0.15%
228,257070,国联安优选行业混合,2026-07-31,5.3084,5.6094,5.93,-6.96,-38.8,-1.43,25.23,99.05,164.28,120.38,30.64,554.06,107.0924,0.15%
229,017469,嘉实上证科创板芯片ETF发起联接A,2026-07-31,2.7453,2.7453,3.24,-10.46,-30.03,8.73,20.6,99.02,210.2,163.44,40.89,174.53,98.188,0.10%
230,020628,汇添富科创芯片ETF联接A,2026-07-31,3.2879,3.2879,3.11,-10.45,-30.0,8.75,20.51,98.78,230.48,,40.98,228.79,98.0185,0.08%
231,021510,宏利半导体产业混合发起A,2026-07-31,2.5584,2.5584,4.55,-9.95,-26.96,8.97,19.79,98.77,155.97,,35.75,155.84,98.757,0.15%
232,017470,嘉实上证科创板芯片ETF发起联接C,2026-07-31,2.7205,2.7205,3.24,-10.47,-30.04,8.66,20.45,98.53,208.66,161.49,40.69,172.05,97.6964,0.00%
233,021793,华泰保兴产业升级混合发起C,2026-07-31,1.5053,2.1362,1.71,-9.24,-28.63,-1.31,20.82,98.51,,,44.38,116.14,96.9367,0.00%
234,020629,汇添富科创芯片ETF联接C,2026-07-31,3.2722,3.2722,3.11,-10.45,-30.02,8.69,20.39,98.39,229.16,,40.82,227.22,97.6205,0.00%
235,016371,信澳业绩驱动混合C,2026-07-31,2.0643,2.0643,5.64,-14.71,-42.62,-18.31,11.98,98.36,276.49,193.77,19.3,106.43,100.5538,0.00%
236,021382,博时科技驱动混合A,2026-07-31,2.6661,2.6661,0.64,-1.41,-36.44,-1.36,21.87,98.28,167.12,,34.95,166.61,103.5657,0.15%
237,021511,宏利半导体产业混合发起C,2026-07-31,2.543,2.543,4.55,-9.95,-26.98,8.9,19.62,98.18,154.43,,35.52,154.3,98.161,0.00%
238,110029,易方达科讯混合,2026-07-31,3.7751,14.7253,3.38,-9.45,-21.61,1.93,24.6,98.04,210.97,190.91,25.37,475.5,101.3848,0.15%
239,000823,银华高端制造业混合A,2026-07-31,2.456,2.591,4.16,-11.37,-31.87,6.83,29.95,97.9,145.85,120.47,39.55,172.84,101.8077,0.15%
240,460007,华泰柏瑞行业领先混合,2026-07-31,4.752,4.752,5.39,-12.57,-38.61,-17.24,16.07,97.67,127.26,82.0,24.46,375.2,98.0,0.15%
241,014191,广发先进制造股票发起式A,2026-07-31,1.9728,1.9728,3.18,-10.87,-37.67,-10.04,3.38,97.48,145.19,138.66,18.59,97.28,98.6307,0.15%
242,002420,汇添富盈鑫混合A,2026-07-31,3.167,3.167,0.22,0.6,-13.49,15.5,27.65,97.44,119.63,80.87,35.98,216.7,97.9375,0.12%
243,001437,易方达瑞享混合I,2026-07-31,9.5815,9.5815,5.36,-12.81,-36.2,-7.5,30.23,97.32,290.76,178.69,40.31,858.15,97.7687,0.06%
244,021383,博时科技驱动混合C,2026-07-31,2.6319,2.6319,0.63,-1.42,-36.47,-1.5,21.52,97.13,163.93,,34.5,163.19,102.3916,0.00%
245,001438,易方达瑞享混合E,2026-07-31,7.7467,7.7467,5.36,-12.81,-36.21,-7.55,30.1,96.93,289.28,176.96,40.15,674.67,97.3782,0.00%
246,014192,广发先进制造股票发起式C,2026-07-31,1.9395,1.9395,3.18,-10.87,-37.69,-10.13,3.18,96.8,143.38,135.98,18.32,93.95,97.9688,0.00%
247,016263,银华高端制造业混合C,2026-07-31,2.399,2.534,4.17,-11.38,-31.92,6.67,29.54,96.8,143.06,116.71,39.07,54.9,100.7531,0.00%
248,024052,工银科技先锋混合发起式A,2026-07-31,2.0063,2.0063,2.8,-9.85,-29.92,8.27,27.32,96.72,,,36.52,100.63,97.938,0.15%
249,014833,汇添富盈鑫混合C,2026-07-31,3.109,3.109,0.23,0.58,-13.52,15.4,27.42,96.65,117.87,78.78,35.7,69.43,97.1465,0.00%
250,009993,嘉实前沿创新混合,2026-07-31,2.2255,2.2255,3.25,-10.51,-31.52,11.92,29.01,96.55,206.04,158.87,54.71,122.55,94.0787,0.15%
251,001037,国投瑞银锐意改革混合A,2026-07-31,1.7225,2.4155,5.69,-9.8,-31.95,1.05,23.78,96.32,165.84,147.04,29.39,183.14,98.0734,0.15%
252,007685,华商电子行业量化股票发起式A,2026-07-31,3.3785,3.3785,3.48,-11.16,-28.32,16.87,33.42,96.21,158.87,144.91,47.06,237.85,97.3423,0.15%
253,001105,信澳转型创新股票A,2026-07-31,2.103,2.103,4.21,-8.13,-32.27,-0.9,30.78,96.18,205.22,159.31,39.64,110.3,99.3365,0.15%
254,006751,富国互联科技股票A,2026-07-31,5.3609,5.3609,4.62,-11.06,-32.17,-4.1,24.06,95.93,150.22,142.75,29.28,436.09,99.795,0.15%
255,024053,工银科技先锋混合发起式C,2026-07-31,1.9978,1.9978,2.79,-9.86,-29.95,8.16,27.05,95.9,,,36.19,99.78,97.1383,0.00%
256,024592,圆信永丰科技驱动混合发起A,2026-07-31,2.0333,2.0333,6.13,-11.05,-37.29,-7.05,26.32,95.81,,,31.78,103.33,95.7355,0.15%
257,003961,易方达瑞程灵活配置混合A,2026-07-31,4.8757,4.8757,2.47,-5.2,-29.7,5.56,16.57,95.73,139.99,76.93,32.27,387.57,95.2389,0.06%
258,006976,鹏华核心优势混合A,2026-07-31,4.6412,4.6412,4.92,-7.63,-23.78,8.96,44.44,95.6,170.36,129.01,52.69,364.12,94.4528,0.15%
259,024593,圆信永丰科技驱动混合发起C,2026-07-31,2.0302,2.0302,6.13,-11.05,-37.29,-7.07,26.28,95.53,,,31.72,103.02,95.4559,0.00%
260,022831,华商电子行业量化股票发起式C,2026-07-31,3.3577,3.3577,3.48,-11.17,-28.34,16.75,33.16,95.43,,,46.73,113.69,96.5636,0.00%
261,003962,易方达瑞程灵活配置混合C,2026-07-31,4.8551,4.8551,2.46,-5.2,-29.71,5.51,16.45,95.34,139.04,75.86,32.12,385.51,94.8509,0.00%
262,020476,泰康半导体量化选股股票发起式A,2026-07-31,3.0202,3.0202,2.86,-11.09,-29.68,11.33,18.15,95.23,184.28,,38.07,202.02,94.1003,0.12%
263,016780,国投瑞银锐意改革混合C,2026-07-31,1.9112,1.9112,5.68,-9.81,-31.99,0.9,23.41,95.16,162.89,142.54,28.94,125.38,96.9091,0.00%
264,015608,信澳转型创新股票C,2026-07-31,2.052,2.052,4.27,-8.11,-32.3,-1.01,30.37,95.06,201.76,154.91,39.21,111.55,98.0695,0.00%
265,011126,富国互联科技股票C,2026-07-31,5.1868,5.1868,4.61,-11.07,-32.21,-4.25,23.69,94.74,147.28,138.47,28.82,102.48,98.5986,0.00%
266,000688,景顺长城研究精选股票A,2026-07-31,3.388,3.638,4.99,-11.49,-31.39,-4.02,18.75,94.71,164.27,179.54,22.98,305.67,96.748,0.15%
267,020018,国泰金鹿混合,2026-07-31,3.4963,3.8278,1.73,-5.73,-26.73,9.97,39.6,94.66,114.54,63.5,48.29,436.12,95.4441,0.15%
268,020477,泰康半导体量化选股股票发起式C,2026-07-31,2.9936,2.9936,2.86,-11.11,-29.7,11.22,17.91,94.45,182.04,,37.76,199.36,93.3351,0.00%
269,017732,鹏华核心优势混合C,2026-07-31,2.0869,2.0869,4.92,-7.64,-23.82,8.8,44.0,94.42,166.9,124.71,52.16,108.69,93.3031,0.00%
270,001759,嘉实成长增强混合,2026-07-31,3.05,3.05,3.04,-7.01,-28.3,16.86,33.13,94.39,136.25,92.79,59.52,205.0,93.4052,0.15%
271,008382,融通产业趋势股票A,2026-07-31,1.6681,1.7231,3.54,-12.04,-42.81,-15.56,17.94,94.17,182.73,93.85,24.11,74.94,100.156,0.15%
272,240011,华宝大盘精选混合,2026-07-31,6.0526,6.6794,2.79,-3.76,-12.92,0.49,19.92,93.84,203.56,180.31,23.6,678.22,99.2152,0.15%
273,001877,宝盈国家安全沪港深股票A,2026-07-31,2.9368,2.9368,4.27,-12.54,-39.32,-14.56,6.79,93.72,157.91,151.05,20.41,193.68,90.6518,0.15%
274,002152,华宝核心优势混合A,2026-07-31,5.705,5.705,2.64,-3.5,-12.5,0.64,18.51,93.65,204.92,189.15,22.58,470.5,98.8498,0.15%
275,018998,景顺长城研究精选股票C,2026-07-31,3.329,3.329,4.98,-11.51,-31.43,-4.17,18.39,93.55,161.1,,22.57,174.22,95.5934,0.00%
276,018082,光大产业新动力混合C,2026-07-31,2.697,2.697,2.47,-10.01,-26.17,14.23,26.2,92.92,180.94,146.3,40.54,147.43,91.141,0.00%
277,013613,宝盈国家安全沪港深股票C,2026-07-31,2.8546,2.8546,4.27,-12.55,-39.35,-14.69,6.48,92.68,154.9,146.64,19.99,65.7,89.6492,0.00%
278,007343,嘉实科技创新混合,2026-07-31,5.421,5.421,1.93,-7.85,-26.47,22.81,35.63,92.61,200.05,165.75,60.0,442.1,89.9572,0.15%
279,016461,华宝核心优势混合C,2026-07-31,5.597,5.597,2.64,-3.5,-12.55,0.48,18.15,92.54,201.56,185.27,22.18,190.45,97.7739,0.00%
280,002772,光大产业新动力混合A,2026-07-31,2.661,2.776,2.46,-10.01,-26.17,14.11,26.23,92.41,179.81,143.01,40.64,187.29,90.7527,0.15%
281,007817,国泰中证全指通信设备ETF联接A,2026-07-31,3.3206,3.3206,4.54,-9.23,-33.24,-10.3,7.96,92.26,191.59,187.45,13.88,232.06,94.574,0.10%
282,015368,国泰海通领航成长一年持有混合发起A,2026-07-31,2.6564,2.6564,3.69,-7.26,-29.42,-7.31,4.99,92.24,231.02,173.38,31.03,165.64,92.0613,0.15%
283,020691,博时中证全指通信设备指数发起式A,2026-07-31,2.8449,2.8449,3.85,-10.01,-34.31,-11.51,6.33,92.11,189.82,,12.11,184.49,94.2442,0.10%
284,001075,宝盈转型动力混合A,2026-07-31,3.0734,3.0734,3.75,-12.67,-36.3,-13.34,11.67,91.98,203.46,247.59,20.93,207.34,94.224,0.15%
285,040025,华安科技动力混合A,2026-07-31,11.176,11.963,2.71,-6.84,-24.94,5.11,18.77,91.83,148.96,143.38,35.47,1308.61,92.1926,0.15%
286,020692,博时中证全指通信设备指数发起式C,2026-07-31,2.8328,2.8328,3.85,-10.02,-34.32,-11.56,6.22,91.73,188.68,,11.97,183.28,93.8681,0.00%
287,007818,国泰中证全指通信设备ETF联接C,2026-07-31,3.2495,3.2495,4.54,-9.23,-33.25,-10.36,7.8,91.69,189.85,184.89,13.69,224.95,94.0,0.00%
288,022500,国泰中证全指通信设备ETF联接E,2026-07-31,3.3041,3.3041,4.54,-9.23,-33.25,-10.36,7.8,91.69,,,13.68,140.02,93.9937,0.00%
289,010237,安信创新先锋混合发起A,2026-07-31,1.4598,1.4598,5.08,-11.1,-39.09,-7.57,18.08,91.55,184.95,153.53,21.08,45.98,96.2624,0.15%
290,015369,国泰海通领航成长一年持有混合发起C,2026-07-31,2.6203,2.6203,3.69,-7.27,-29.44,-7.41,4.77,91.47,228.4,170.13,30.72,162.03,91.2907,0.00%
291,014299,宏利先进制造股票A,2026-07-31,1.6197,1.6197,2.77,-8.87,-30.9,23.94,35.65,91.41,134.74,100.46,47.78,61.97,91.9758,0.15%
292,501082,博时科创主题灵活配置混合(LOF)A,2026-07-31,3.6313,3.6313,3.54,-11.95,-35.82,-2.43,19.07,91.35,162.0,117.63,31.75,263.13,95.9793,0.12%
293,009913,中信保诚成长动力混合A,2026-07-31,2.2597,2.4143,3.72,-10.62,-32.69,-0.52,16.59,91.14,131.15,101.54,25.57,160.7,95.1045,0.15%
294,002450,平安睿享文娱混合A,2026-07-31,3.569,4.366,0.68,-2.3,-28.55,6.35,22.86,91.06,165.35,110.33,35.34,428.32,88.2384,0.15%
295,014611,富国核心科技12个月持有混合A,2026-07-31,2.292,2.292,4.74,-10.65,-32.46,-7.54,18.79,91.06,158.4,150.6,25.56,129.2,95.014,0.15%
296,015389,宝盈转型动力混合C,2026-07-31,3.0093,3.0093,3.75,-12.68,-36.32,-13.45,11.39,91.03,200.45,242.51,20.58,245.82,93.2755,0.00%
297,005775,中加转型动力混合A,2026-07-31,5.5433,5.5433,0.21,2.81,-3.51,-3.71,2.69,91.0,129.78,125.36,9.89,454.33,92.5894,0.15%
298,013238,财通均衡优选一年持有混合A,2026-07-31,2.1664,2.1664,1.81,-2.34,-27.48,13.76,34.31,90.84,225.97,202.44,50.53,116.64,90.2855,0.15%
299,017234,永赢睿恒混合A,2026-07-31,2.7267,2.7267,3.25,-7.75,-27.74,-0.21,8.37,90.81,,,24.39,172.67,91.9671,1.50%
300,008086,华夏中证5G通信主题ETF联接A,2026-07-31,2.6579,2.6579,4.23,-9.68,-32.4,-5.83,15.55,90.79,166.72,161.37,20.75,165.79,94.7037,0.12%
301,010238,安信创新先锋混合发起C,2026-07-31,1.4192,1.4192,5.08,-11.11,-39.11,-7.69,17.79,90.78,182.32,149.9,20.74,41.92,95.4821,0.00%
302,018000,鹏华芯片产业混合发起式A,2026-07-31,2.6422,2.6422,2.85,-6.05,-24.7,12.5,16.01,90.77,179.3,167.02,41.3,164.22,88.877,0.15%
303,014300,宏利先进制造股票C,2026-07-31,1.5969,1.5969,2.78,-8.87,-30.92,23.86,35.47,90.74,133.19,98.57,47.53,59.69,91.2913,0.00%
304,014975,华安科技动力混合C,2026-07-31,10.897,10.897,2.71,-6.85,-24.98,4.96,18.42,90.71,145.93,139.07,35.0,163.66,91.0749,0.00%
305,015491,博时科创主题灵活配置混合(LOF)C,2026-07-31,3.5705,3.5705,3.53,-11.96,-35.84,-2.53,18.84,90.6,159.96,114.99,31.45,80.24,95.216,0.00%
306,023765,华夏中证5G通信主题ETF联接D,2026-07-31,2.6092,2.6092,4.23,-9.68,-32.41,-5.88,15.43,90.41,,,20.61,189.81,94.3249,0.00%
307,001715,工银新焦点混合A,2026-07-31,4.5215,4.5215,0.64,3.31,-7.51,17.08,26.88,90.32,165.7,129.37,47.23,352.15,89.0338,0.15%
308,012456,鹏扬数字经济先锋混合A,2026-07-31,1.4261,1.4261,3.94,-7.88,-33.27,5.82,28.98,90.22,195.32,151.56,45.42,42.61,90.1467,0.15%
309,008087,华夏中证5G通信主题ETF联接C,2026-07-31,2.6056,2.6056,4.22,-9.68,-32.42,-5.9,15.37,90.22,165.12,159.03,20.54,160.56,94.129,0.00%
310,001267,宏利蓝筹混合,2026-07-31,2.031,2.031,2.99,-9.49,-28.56,0.84,17.67,90.17,128.97,107.88,29.61,103.1,91.2429,0.15%
311,006533,易方达科融混合,2026-07-31,7.7199,7.7199,3.45,-9.85,-24.02,-1.11,20.05,90.1,214.61,198.07,21.18,671.99,93.5734,0.15%
312,014282,中信保诚成长动力混合C,2026-07-31,2.2281,2.3685,3.71,-10.63,-32.72,-0.66,16.25,90.08,128.66,98.18,25.15,54.42,94.0178,0.00%
313,008889,银华中证5G通信主题ETF联接A,2026-07-31,2.0552,2.0552,4.24,-9.36,-31.81,-5.24,15.59,90.07,164.2,159.14,20.47,105.52,93.96,0.12%
314,023651,富国上证科创板芯片ETF发起式联接A,2026-07-31,1.9741,1.9741,3.18,-9.95,-28.98,8.99,21.06,90.07,,,41.43,97.41,89.3076,0.12%
315,014612,富国核心科技12个月持有混合C,2026-07-31,2.2304,2.2304,4.74,-10.66,-32.49,-7.69,18.42,89.9,155.25,146.07,25.11,123.04,93.8467,0.00%
316,017746,建信电子行业股票A,2026-07-31,2.4953,2.4953,2.63,-10.16,-33.6,6.41,15.24,89.9,213.09,161.95,36.38,149.53,90.8159,0.15%
317,010389,易方达科益混合A,2026-07-31,1.7603,1.7603,3.61,-5.13,-1.44,17.77,37.5,89.87,117.11,74.05,46.02,76.03,92.1305,0.15%
