序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
19599,027263,宝盈数字经济混合发起式A,2026-07-31,0.69,0.69,2.51,-6.84,-35.03,,,,,,,-31.0,-31.0,0.08%
19600,026970,泓德裕康债券D,2026-07-31,1.3834,1.3834,0.47,-0.01,-2.85,-2.35,,,,,,-2.13,-2.129466,0.03%
19601,027393,鹏华创业板综合指数增强A,2026-07-31,0.8856,0.8856,2.79,-1.57,-11.53,,,,,,,-11.44,-11.44,0.30%
19602,027538,东方红欣益稳健3个月持有混合发起(FOF)A,2026-07-29,0.9839,0.9839,0.13,-0.39,-2.36,,,,,,,-1.61,,0.05%
19603,027353,易方达中证全指可选消费指数发起式A,2026-07-31,0.9731,0.9731,0.88,5.67,4.28,,,,,,,-2.69,-2.69,0.03%
19604,026993,东方阿尔法瑞利混合发起A,2026-07-31,1.0458,1.0458,8.35,-12.14,-27.99,-7.97,,,,,,4.58,4.58,0.08%
19605,027467,华宝绿色领先股票C,2026-07-31,1.098,1.098,0.26,-0.59,-24.79,,,,,,,-40.54,-40.542589,0.00%
19606,027249,中金上证科创板综合指数增强C,2026-07-31,0.8201,0.8201,3.55,-4.99,-24.06,,,,,,,-17.99,-17.99,0.00%
19607,027248,中金上证科创板综合指数增强A,2026-07-31,0.8203,0.8203,3.55,-5.0,-24.05,,,,,,,-17.97,-17.97,0.03%
19608,027623,上银成长精选股票发起式C,2026-07-31,0.98,0.98,,-0.37,-2.0,,,,,,,-2.0,-2.0,0.00%
19609,026641,富国恒鑫3个月持有期混合(ETF-FOF)C,2026-07-31,1.0059,1.0059,0.79,0.31,-1.85,0.09,,,,,,0.59,0.59,0.00%
19610,027047,景顺长城中证科创创业人工智能ETF联接A,2026-07-31,0.9544,0.9544,6.22,-4.9,-23.21,-5.75,,,,,,-4.56,-4.56,0.03%
19611,027325,富荣沪深300指数增强Y,2026-07-31,2.691,2.691,0.99,1.04,-6.62,,,,,,,0.37,0.369251,0.03%
19612,027032,金鹰恒泽债券C,2026-07-31,0.9999,0.9999,0.11,-0.07,-0.03,,,,,,,-0.01,-0.01,0.00%
19613,027250,浙商中证全指指数增强A,2026-07-31,0.7753,0.7753,3.73,-3.1,-26.94,,,,,,,-22.47,-22.47,0.03%
19614,024009,广发悦康三个月持有混合(FOF)A,2026-07-29,1.0226,1.0226,0.0,-0.07,-0.08,0.4,0.76,,,,2.04,2.26,,0.08%
19615,027699,万家港股通科技智选混合发起式A,2026-07-31,1.0546,1.0546,0.69,8.4,6.78,,,,,,,5.46,5.46,0.08%
19616,027794,诺安全球收益不动产(QDII)C,2026-07-30,1.334,1.334,-1.4,0.23,1.52,,,,,,,1.91,,0.00%
19617,027354,易方达中证全指可选消费指数发起式C,2026-07-31,0.9728,0.9728,0.88,5.66,4.27,,,,,,,-2.72,-2.72,0.00%
19618,026401,华商鑫悦30天滚动持有债券A,2026-07-31,1.0014,1.0014,0.02,0.03,0.1,,,,,,,0.14,0.14,0.03%
19619,026402,华商鑫悦30天滚动持有债券C,2026-07-31,1.0011,1.0011,0.02,0.03,0.08,,,,,,,0.11,0.11,0.00%
19620,027750,瑞达优选配置混合型发起式C,2026-07-31,0.8686,0.8686,3.17,-4.24,-27.62,,,,,,,-13.15,-13.148685,0.00%
19621,027257,融通数字经济臻选混合发起式C,2026-07-31,0.7328,0.7328,4.78,-6.84,-26.56,,,,,,,-26.72,-26.72,0.00%
19622,026867,广发汇智量化选股混合A,2026-07-31,0.9705,0.9705,0.93,0.98,-4.54,,,,,,,-2.95,-2.95,0.08%
19623,027340,中欧国证新能源车电池指数A,2026-07-31,0.8283,0.8283,0.62,2.4,-13.56,,,,,,,-17.17,-17.17,0.03%
19624,027052,诺安科技智选混合C,2026-07-31,0.7578,0.7578,6.27,-7.48,-26.36,,,,,,,-24.22,-24.22,0.00%
19625,019010,泰康致远量化选股股票发起A,2026-07-31,0.8248,0.8248,3.91,-3.34,-17.52,,,,,,,-17.52,-17.52,0.80%
19626,019011,泰康致远量化选股股票发起C,2026-07-31,0.8245,0.8245,3.89,-3.35,-17.55,,,,,,,-17.55,-17.55,0.00%
19627,026860,华夏中证A500增强策略ETF联接A,2026-07-31,0.9621,0.9621,1.5,-0.39,-7.84,-5.18,,,,,,-3.79,-3.79,0.03%
19628,027170,交银环球精选混合(QDII)C,2026-07-30,2.9033,2.9033,1.87,0.45,-0.24,1.2,,,,,,3.82,,0.00%
19629,027025,国金安裕债券C,2026-07-31,0.9952,0.9952,0.09,0.04,-0.19,-0.43,,,,,,-0.48,-0.48,0.00%
19630,027455,中欧中证科创创业50指数C,2026-07-31,0.81,0.81,2.8,-7.31,-19.0,,,,,,,-19.0,-19.0,0.00%
19631,027323,光大保德信北证50成份指数A,2026-07-31,0.8798,0.8798,3.05,4.66,-11.29,,,,,,,-12.02,-12.02,0.03%
19632,027722,大成中证红利低波动100ETF发起式联接C,2026-07-31,1.0966,1.0966,-0.31,3.35,10.56,,,,,,,9.66,9.66,0.00%
19633,027655,东方阿尔法增利债券发起C,2026-07-31,0.9479,0.9479,0.69,-1.86,-6.46,,,,,,,-5.21,-5.21,0.00%
19634,026904,融通消费臻选混合发起式C,2026-07-31,0.8288,0.8288,0.51,3.41,2.21,-19.2,,,,,,-17.12,-17.12,0.00%
19635,026949,华宝中证全指电力公用事业ETF发起式联接,2026-07-31,0.9832,0.9832,0.23,1.56,3.83,-2.79,,,,,,-1.68,-1.68,0.03%
19636,026986,汇泉科创创业量化选股混合A,2026-07-31,0.9527,0.9527,3.64,-11.51,-31.15,-6.53,,,,,,-4.73,-4.73,0.08%
19637,026987,汇泉科创创业量化选股混合C,2026-07-31,0.9513,0.9513,3.64,-11.52,-31.17,-6.63,,,,,,-4.87,-4.87,0.00%
19638,026742,中欧中证A500指数量化增强A,2026-07-31,0.9328,0.9328,1.63,-0.3,-9.47,-7.26,,,,,,-6.72,-6.72,0.03%
19639,027201,华泰柏瑞嘉锐量化选股混合A,2026-07-31,0.9529,0.9529,2.08,-1.31,-6.12,,,,,,,-4.71,-4.71,0.08%
19640,027202,华泰柏瑞嘉锐量化选股混合C,2026-07-31,0.9523,0.9523,2.09,-1.3,-6.14,,,,,,,-4.77,-4.77,0.00%
19641,026374,中金睿见优选股票A,2026-07-31,0.9573,0.9573,1.65,-0.43,-16.46,-7.75,,,,,,-4.27,-4.27,0.08%
19642,026790,中欧上证科创板人工智能指数C,2026-07-31,0.81,0.81,5.83,-2.4,-22.48,,,,,,,-19.0,-19.0,0.00%
19643,026897,华夏港股通消费精选混合A,2026-07-31,1.0106,1.0106,-0.08,0.42,1.08,,,,,,,1.06,1.06,0.08%
19644,026898,华夏港股通消费精选混合C,2026-07-31,1.0099,1.0099,-0.09,0.4,1.03,,,,,,,0.99,0.99,0.00%
19645,027015,广发添享债券C,2026-07-31,1.0069,1.0069,0.03,0.1,-0.08,0.68,,,,,,0.69,0.69,0.00%
19646,026831,东吴优利债券A,2026-07-31,0.966,0.966,0.27,-1.02,-2.59,-3.4,,,,,,-3.4,-3.4,0.03%
19647,026832,东吴优利债券C,2026-07-31,0.9655,0.9655,0.27,-1.03,-2.61,-3.45,,,,,,-3.45,-3.45,0.00%
19648,026884,招商港股通科技ETF联接A,2026-07-31,0.9352,0.9352,0.0,3.15,10.14,,,,,,,-6.48,-6.48,0.03%
19649,026885,招商港股通科技ETF联接C,2026-07-31,0.9348,0.9348,0.0,3.16,10.13,,,,,,,-6.52,-6.52,0.00%
19650,027792,汇添富资源精选混合A,2026-07-31,1.0877,1.0877,0.98,3.2,9.37,,,,,,,8.77,8.77,0.08%
19651,027097,财通资管科技研选混合发起式A,2026-07-31,0.9469,0.9469,1.1,-5.36,-22.77,-5.88,,,,,,-5.31,-5.31,0.08%
19652,027098,财通资管科技研选混合发起式C,2026-07-31,0.946,0.946,1.11,-5.36,-22.78,-5.97,,,,,,-5.4,-5.4,0.00%
19653,026012,圆信永丰永福90天持有债券A,2026-07-31,0.996,0.996,0.13,-0.02,-1.81,-0.4,,,,,,-0.4,-0.4,0.03%
19654,026190,路博迈添航债券C,2026-07-31,1.0061,1.0061,0.21,0.25,-0.08,0.16,,,,,,0.61,0.61,0.00%
19655,027766,嘉实恒生科技ETF发起联接(QDII)C,2026-07-31,1.0325,1.0325,0.5,4.03,6.71,,,,,,,3.25,3.25,0.00%
19656,027168,南方丰泽稳健添利债券A,2026-07-31,0.9592,0.9592,0.75,-1.96,-7.47,-4.1,,,,,,-4.08,-4.08,0.02%
19657,027169,南方丰泽稳健添利债券C,2026-07-31,0.9587,0.9587,0.75,-1.96,-7.48,-4.15,,,,,,-4.13,-4.13,0.00%
19658,026713,大成上证科创板50成份指数C,2026-07-31,0.85,0.85,2.82,-7.07,-19.9,,,,,,,-15.0,-15.0,0.00%
19659,026712,大成上证科创板50成份指数A,2026-07-31,0.8502,0.8502,2.82,-7.06,-19.88,,,,,,,-14.98,-14.98,0.30%
19660,027654,东方阿尔法增利债券发起A,2026-07-31,0.9481,0.9481,0.69,-1.87,-6.45,,,,,,,-5.19,-5.19,0.03%
19661,027176,广发悦泰多元稳健三个月持有混合(ETF-FOF)C,2026-07-29,0.9919,0.9919,-0.01,-0.27,-0.72,,,,,,,-0.81,,0.00%
19662,025872,鑫元浦鑫回报混合A,2026-07-31,1.0017,1.0017,0.01,0.28,0.48,,,,,,,0.17,0.17,0.05%
19663,025873,鑫元浦鑫回报混合C,2026-07-31,1.001,1.001,0.01,0.27,0.45,,,,,,,0.1,0.1,0.00%
19664,027082,工银稳健丰汇180天持有债券C,2026-07-31,1.0032,1.0032,0.01,0.01,0.06,0.32,,,,,,0.32,0.32,0.00%
19665,027111,天弘创业板新能源ETF发起联接C,2026-07-31,0.8147,0.8147,1.07,0.32,-20.96,-22.07,,,,,,-18.53,-18.53,0.00%
19666,027110,天弘创业板新能源ETF发起联接A,2026-07-31,0.8151,0.8151,1.07,0.32,-20.95,-22.04,,,,,,-18.49,-18.49,0.03%
19667,026339,国泰盈享配置6个月持有混合发起(FOF)C,2026-07-29,0.9591,0.9591,0.05,-1.21,-5.43,,,,,,,-4.09,,0.00%
19668,027109,农银沪深300指数Y,2026-07-31,1.7919,1.7919,0.83,-1.2,-7.12,-3.52,,,,,,-1.87,-1.872844,0.03%
19669,026366,招商周期精选混合C,2026-07-31,1.0592,1.0592,-1.03,4.3,13.99,,,,,,,5.92,5.92,0.00%
19670,027069,中加科技先锋智选混合发起式C,2026-07-31,0.7567,0.7567,4.09,-11.9,-24.33,-24.33,,,,,,-24.33,-24.33,0.00%
19671,027225,富国新能源混合发起式A,2026-07-31,0.7062,0.7062,1.06,-2.08,-25.29,-29.71,,,,,,-29.38,-29.38,0.08%
19672,025638,汇添富稳健多资产三个月持有混合(FOF)A,2026-07-29,0.9914,0.9914,0.12,-0.87,-1.4,-1.09,-0.85,,,,,-0.86,,0.12%
19673,026664,建信国证新能源车电池ETF发起式联接A,2026-07-31,0.8526,0.8526,0.61,2.32,-13.44,,,,,,,-14.74,-14.74,0.03%
19674,027133,华安恒生生物科技ETF发起式联接A,2026-07-31,1.0457,1.0457,0.2,-1.58,6.7,,,,,,,4.57,4.57,0.03%
19675,027134,华安恒生生物科技ETF发起式联接C,2026-07-31,1.0453,1.0453,0.2,-1.59,6.69,,,,,,,4.53,4.53,0.00%
19676,027252,融通新材料混合发起式A,2026-07-31,0.6215,0.6215,3.24,-6.64,-45.43,,,,,,,-37.85,-37.85,0.08%
19677,027253,融通新材料混合发起式C,2026-07-31,0.6211,0.6211,3.24,-6.64,-45.46,,,,,,,-37.89,-37.89,0.00%
19678,027046,弘毅远方医疗创新混合C,2026-07-31,0.9341,0.9341,0.07,-2.95,4.4,-4.86,,,,,,-6.59,-6.59,0.00%
19679,026924,富国港股通成长精选混合C,2026-07-31,0.9347,0.9347,1.49,-2.16,-9.28,-6.53,,,,,,-6.53,-6.53,0.00%
19680,025046,永赢元享稳健多资产90天持有混合发起(FOF)A,2026-07-29,1.039,1.039,0.11,0.1,-1.39,-0.52,-0.51,,,,2.93,3.9,,0.80%
19681,027041,富国港股通医药优选混合A,2026-07-31,0.9835,0.9835,0.1,-2.01,-2.02,,,,,,,-1.65,-1.65,0.08%
19682,027161,兴全中证全指增强发起式C,2026-07-31,0.9421,0.9421,2.08,1.28,-7.27,,,,,,,-5.79,-5.79,0.00%
19683,027160,兴全中证全指增强发起式A,2026-07-31,0.9423,0.9423,2.07,1.27,-7.27,,,,,,,-5.77,-5.77,0.03%
19684,027053,兴全价值量化选股股票发起式A,2026-07-31,1.0507,1.0507,0.27,4.19,7.7,,,,,,,5.07,5.07,0.80%
19685,027054,兴全价值量化选股股票发起式C,2026-07-31,1.0501,1.0501,0.27,4.19,7.67,,,,,,,5.01,5.01,0.00%
19686,026665,建信国证新能源车电池ETF发起式联接C,2026-07-31,0.8523,0.8523,0.61,2.32,-13.45,,,,,,,-14.77,-14.77,0.00%
19687,027030,金鹰恒泽债券A,2026-07-31,1.0,1.0,0.1,-0.08,-0.03,,,,,,,0.0,0.0,0.03%
19688,027329,浦银安盛半导体产业混合C,2026-07-31,1.1026,1.1026,2.42,-9.75,-28.97,,,,,,,10.26,10.26,0.00%
19689,027382,浦银安盛产业机遇混合C,2026-07-31,0.6438,0.6438,4.5,-5.04,-40.03,,,,,,,-35.62,-35.62,0.00%
19690,027381,浦银安盛产业机遇混合A,2026-07-31,0.6444,0.6444,4.49,-5.05,-40.02,,,,,,,-35.56,-35.56,0.08%
19691,026878,汇添富创业板综合指数增强C,2026-07-31,0.8866,0.8866,2.66,-0.03,-14.24,,,,,,,-11.34,-11.34,0.00%
19692,026380,国泰海通善选稳健配置三个月持有混合(FOF)A,2026-07-29,0.9892,0.9892,0.12,-0.23,-1.39,-1.35,,,,,,-1.08,,0.03%
19693,027364,安信新材料睿选股票发起A,2026-07-31,0.7253,0.7253,0.54,0.81,-21.82,-27.46,,,,,,-27.47,-27.47,0.08%
19694,026931,广发中证全指食品ETF联接A,2026-07-31,1.0239,1.0239,0.6,6.77,7.14,,,,,,,2.39,2.39,0.03%
19695,027912,财通可持续混合C,2026-07-31,0.736,0.736,4.55,-6.72,-31.6,,,,,,,-26.4,-26.4,0.00%
19696,027191,天弘中证畜牧养殖产业ETF发起联接A,2026-07-31,0.8884,0.8884,0.21,3.46,9.68,-10.85,,,,,,-11.16,-11.16,0.03%
19697,027192,天弘中证畜牧养殖产业ETF发起联接C,2026-07-31,0.8878,0.8878,0.2,3.45,9.65,-10.9,,,,,,-11.22,-11.22,0.00%
19698,026892,兴合安元债券A,2026-07-31,0.9831,0.9831,0.63,-0.59,-4.6,-1.69,,,,,,-1.69,-1.69,0.03%
19699,026893,兴合安元债券C,2026-07-31,0.9826,0.9826,0.63,-0.59,-4.62,-1.74,,,,,,-1.74,-1.74,0.00%
19700,026939,南方智汇量化选股混合A,2026-07-31,0.9704,0.9704,0.51,1.35,-3.44,-2.94,,,,,,-2.96,-2.96,0.80%
19701,026557,摩根均衡成长混合C,2026-07-31,0.9405,0.9405,0.16,3.27,-0.49,-6.73,,,,,,-5.95,-5.95,0.00%
19702,027309,金信中证800指数增强A,2026-07-31,0.9571,0.9571,1.01,-1.16,-4.48,,,,,,,-4.29,-4.29,0.03%
19703,027403,长盛生态环境混合C,2026-07-31,4.7965,4.7965,5.46,-1.34,-28.19,,,,,,,-18.81,-18.810725,0.00%
19704,026859,华安智优量化选股股票A,2026-07-31,0.9468,0.9468,1.37,-1.99,-8.56,-4.86,,,,,,-5.32,-5.32,0.08%
19705,027802,工银添裕债券A,2026-07-31,1.0034,1.0034,,0.17,0.34,,,,,,,0.34,0.34,0.30%
19706,027803,工银添裕债券C,2026-07-31,1.0032,1.0032,,0.16,0.32,,,,,,,0.32,0.32,0.00%
19707,026877,汇添富创业板综合指数增强A,2026-07-31,0.8869,0.8869,2.66,-0.03,-14.22,,,,,,,-11.31,-11.31,0.03%
19708,027251,浙商中证全指指数增强C,2026-07-31,0.775,0.775,3.72,-3.11,-26.96,,,,,,,-22.5,-22.5,0.00%
19709,026289,华宝创业板综合增强策略ETF发起式联接C,2026-07-31,0.8652,0.8652,2.73,-0.4,-16.72,,,,,,,-13.48,-13.48,0.00%
19710,026288,华宝创业板综合增强策略ETF发起式联接A,2026-07-31,0.8655,0.8655,2.73,-0.39,-16.71,,,,,,,-13.45,-13.45,0.03%
19711,026932,广发中证全指食品ETF联接C,2026-07-31,1.0235,1.0235,0.59,6.76,7.11,,,,,,,2.35,2.35,0.00%
19712,027394,鹏华创业板综合指数增强C,2026-07-31,0.8854,0.8854,2.79,-1.58,-11.54,,,,,,,-11.46,-11.46,0.00%
19713,026047,鑫元融鑫添益债券A,2026-07-31,1.0006,1.0006,,0.05,-0.03,,,,,,,0.06,0.06,0.03%
19714,026048,鑫元融鑫添益债券C,2026-07-31,1.0003,1.0003,,0.05,-0.05,,,,,,,0.03,0.03,0.00%
19715,027244,鑫元星航混合发起式C,2026-07-31,0.7433,0.7433,2.16,-1.06,-25.47,-26.03,,,,,,-25.67,-25.67,0.00%
19716,027243,鑫元星航混合发起式A,2026-07-31,0.7441,0.7441,2.16,-1.05,-25.44,-25.96,,,,,,-25.59,-25.59,0.08%
19717,027051,诺安科技智选混合A,2026-07-31,0.7584,0.7584,6.26,-7.49,-26.34,,,,,,,-24.16,-24.16,0.08%
19718,027709,鑫元新材料睿选混合发起式C,2026-07-31,0.821,0.821,1.63,-6.29,-25.63,,,,,,,-17.89,-17.891789,0.00%
19719,026637,国联昭元债券C,2026-07-31,0.9958,0.9958,0.14,-0.51,-4.26,-0.42,,,,,,-0.42,-0.42,0.00%
19720,026866,华安智优量化选股股票C,2026-07-31,0.9458,0.9458,1.37,-1.99,-8.58,-4.95,,,,,,-5.42,-5.42,0.00%
19721,027062,新华科技甄选混合发起C,2026-07-31,0.7869,0.7869,4.16,-4.21,-35.04,-24.42,,,,,,-21.31,-21.31,0.00%
19722,026418,东财科创100指数A,2026-07-31,0.9117,0.9117,4.03,-4.83,-28.59,-8.84,,,,,,-8.83,-8.83,0.03%
19723,027012,广发港股通医疗创新精选混合A,2026-07-31,0.9332,0.9332,0.77,-2.6,-4.12,-6.67,,,,,,-6.68,-6.68,0.08%
19724,027175,广发悦泰多元稳健三个月持有混合(ETF-FOF)A,2026-07-29,0.9924,0.9924,0.0,-0.26,-0.68,,,,,,,-0.76,,0.50%
19725,027301,苏新睿哲量化选股混合A,2026-07-31,0.9366,0.9366,1.74,0.18,-10.09,,,,,,,-6.34,-6.34,0.08%
19726,027302,苏新睿哲量化选股混合C,2026-07-31,0.9359,0.9359,1.74,0.17,-10.11,,,,,,,-6.41,-6.41,0.00%
19727,025877,易米远景量化选股股票A,2026-07-31,0.8377,0.8377,2.89,-0.24,-14.95,-18.91,,,,,,-16.23,-16.23,0.80%
19728,027138,广发红利低波指数C,2026-07-31,1.032,1.032,-0.27,3.32,12.11,,,,,,,3.2,3.2,0.00%
19729,027167,汇添富中证金融科技主题ETF发起式联接C,2026-07-31,0.8827,0.8827,3.37,10.28,0.68,-12.04,,,,,,-11.73,-11.73,0.00%
19730,027166,汇添富中证金融科技主题ETF发起式联接A,2026-07-31,0.8831,0.8831,3.37,10.28,0.7,-12.0,,,,,,-11.69,-11.69,0.03%
19731,025988,鹏华创新未来混合(LOF)A,2026-07-31,1.0273,1.0273,6.82,-10.49,-40.06,-16.63,-2.4,,,,-4.88,2.73,2.73,0.05%
19732,026334,鹏扬辰利债券A,2026-07-31,1.0019,1.0019,0.03,0.26,0.48,,,,,,,0.19,0.19,0.03%
19733,027045,弘毅远方医疗创新混合A,2026-07-31,0.9349,0.9349,0.07,-2.95,4.43,-4.8,,,,,,-6.51,-6.51,0.08%
19734,026923,富国港股通成长精选混合A,2026-07-31,0.9356,0.9356,1.49,-2.15,-9.25,-6.44,,,,,,-6.44,-6.44,0.08%
19735,027002,东方红鼎鸿债券A,2026-07-31,1.0017,1.0017,-0.02,0.41,0.98,0.26,,,,,,0.17,0.17,0.03%
19736,027164,富国恒生科技指数(QDII)A,2026-07-31,1.0354,1.0354,0.49,3.98,5.19,,,,,,,3.54,3.54,0.30%
19737,027165,富国恒生科技指数(QDII)C,2026-07-31,1.0351,1.0351,0.48,3.97,5.18,,,,,,,3.51,3.51,0.00%
19738,027328,浦银安盛半导体产业混合A,2026-07-31,1.1034,1.1034,2.41,-9.74,-28.95,,,,,,,10.34,10.34,0.08%
19739,027435,嘉实中证新能源ETF联接C,2026-07-31,0.8795,0.8795,0.69,1.13,-12.1,,,,,,,-12.05,-12.05,0.00%
19740,027597,景顺长城中证有色金属矿业主题ETF联接C,2026-07-31,0.9941,0.9941,2.1,2.51,-0.58,,,,,,,-0.58,-0.580058,0.00%
19741,026768,华泰保兴沪深300指数增强A,2026-07-31,0.9907,0.9907,0.56,-0.48,-0.95,,,,,,,-0.93,-0.93,0.03%
19742,026769,华泰保兴沪深300指数增强C,2026-07-31,0.9903,0.9903,0.56,-0.48,-0.96,,,,,,,-0.97,-0.97,0.00%
19743,027365,安信新材料睿选股票发起C,2026-07-31,0.7254,0.7254,0.54,0.82,-21.81,-27.45,,,,,,-27.46,-27.46,0.00%
19744,026166,景顺长城恒生港股通50ETF联接C,2026-07-31,1.0611,1.0611,0.18,3.71,9.69,,,,,,,6.11,6.11,0.00%
19745,026165,景顺长城恒生港股通50ETF联接A,2026-07-31,1.0614,1.0614,0.18,3.71,9.69,,,,,,,6.14,6.14,0.03%
19746,026934,鑫元周期睿选混合发起式C,2026-07-31,1.1571,1.1571,2.38,-0.18,-12.99,9.13,,,,,,15.71,15.71,0.00%
19747,026933,鑫元周期睿选混合发起式A,2026-07-31,1.1584,1.1584,2.38,-0.17,-12.96,9.2,,,,,,15.84,15.84,0.08%
19748,026991,国泰产业智选混合发起C,2026-07-31,0.8117,0.8117,10.24,9.93,-4.85,-18.72,,,,,,-18.83,-18.83,0.00%
19749,026990,国泰产业智选混合发起A,2026-07-31,0.8121,0.8121,10.23,9.92,-4.85,-18.69,,,,,,-18.79,-18.79,0.05%
19750,026809,易方达如意安瑞3个月持有混合(FOF)A,2026-07-29,1.0034,1.0034,0.12,-0.03,-0.7,0.33,,,,,,0.34,,0.05%
19751,026810,易方达如意安瑞3个月持有混合(FOF)C,2026-07-29,1.0023,1.0023,0.12,-0.04,-0.73,0.23,,,,,,0.23,,0.00%
19752,026873,汇添富消费新机遇混合发起式C,2026-07-31,1.0029,1.0029,-0.34,4.86,9.87,1.0,,,,,,0.29,0.29,0.00%
19753,027255,兴全沪深300质量ETF联接C,2026-07-31,1.0095,1.0095,-0.18,0.79,,,,,,,,0.95,0.95,0.00%
19754,027262,易方达沪深300量化增强Y,2026-07-31,3.1943,3.1943,0.99,-0.33,-6.54,-3.52,,,,,,-2.52,-2.5177,0.03%
19755,026572,农银安泽多元配置三个月持有期混合(FOF)A,2026-07-29,0.9968,0.9968,0.03,-0.08,-0.44,,,,,,,-0.32,,0.05%
19756,026573,农银安泽多元配置三个月持有期混合(FOF)C,2026-07-29,0.9964,0.9964,0.02,-0.09,-0.46,,,,,,,-0.36,,0.00%
19757,027366,天弘增利短债发起D,2026-07-31,1.166,1.166,0.01,0.02,0.11,0.38,,,,,,0.4,0.396074,0.03%
19758,026941,中加量化选股混合A,2026-07-31,0.8607,0.8607,2.34,-0.59,-15.63,-13.96,,,,,,-13.93,-13.93,0.08%
19759,026329,长盛品质成长混合A,2026-07-31,0.6173,0.6173,2.49,-15.17,-41.46,,,,,,,-38.27,-38.27,0.08%
19760,027477,山证资管新能源锐选股票发起式C,2026-07-31,0.9583,0.9583,0.23,-0.62,-3.75,,,,,,,-4.17,-4.17,0.00%
19761,027993,前海开源恒生港股通科技主题ETF发起式联接C,2026-07-31,1.0015,1.0015,1.14,3.88,,,,,,,,0.15,0.15,0.00%
19762,027992,前海开源恒生港股通科技主题ETF发起式联接A,2026-07-31,1.0016,1.0016,1.14,3.88,,,,,,,,0.16,0.16,0.03%
19763,027261,易方达中证红利低波动ETF联接发起式Y,2026-07-31,1.0996,1.1106,-0.36,3.29,12.06,1.11,,,,,,0.63,0.630122,0.03%
19764,026968,创金合信文利1个月持有期混合A,2026-07-31,0.9977,0.9977,0.09,0.22,-0.29,,,,,,,-0.23,-0.23,0.05%
19765,026335,鹏扬辰利债券C,2026-07-31,1.0016,1.0016,0.03,0.26,0.47,,,,,,,0.16,0.16,0.00%
19766,027521,广发科创芯片设计ETF联接C,2026-07-31,0.8913,0.8913,4.76,-7.25,-31.52,,,,,,,-10.87,-10.87,0.00%
19767,027520,广发科创芯片设计ETF联接A,2026-07-31,0.8915,0.8915,4.76,-7.26,-31.51,,,,,,,-10.85,-10.85,0.03%
19768,027781,国泰海通新能源睿选混合发起C,2026-07-31,0.5615,0.5615,1.98,-6.09,-43.71,,,,,,,-43.85,-43.85,0.00%
19769,027854,浦银安盛资源精选混合A,2026-07-31,0.9482,0.9482,3.13,3.82,-1.79,,,,,,,-5.18,-5.18,0.08%
19770,026533,宏利优势企业混合C,2026-07-31,0.8647,0.8647,3.74,-13.14,-38.65,-17.13,,,,,,-13.53,-13.53,0.00%
19771,027234,银华中证机器人ETF发起式联接C,2026-07-31,0.9126,0.9126,5.43,3.24,-15.42,-9.06,,,,,,-8.74,-8.74,0.00%
19772,027233,银华中证机器人ETF发起式联接A,2026-07-31,0.9131,0.9131,5.43,3.25,-15.41,-9.01,,,,,,-8.69,-8.69,0.03%
19773,027270,财信价值精选混合发起式A,2026-07-31,0.9567,0.9567,-0.17,1.36,2.54,-4.37,,,,,,-4.33,-4.33,0.08%
19774,027271,财信价值精选混合发起式C,2026-07-31,0.9557,0.9557,-0.18,1.35,2.5,-4.47,,,,,,-4.43,-4.43,0.00%
19775,027061,新华科技甄选混合发起A,2026-07-31,0.7877,0.7877,4.15,-4.21,-35.02,-24.35,,,,,,-21.23,-21.23,0.08%
19776,026940,南方智汇量化选股混合C,2026-07-31,0.9694,0.9694,0.5,1.34,-3.48,-3.04,,,,,,-3.06,-3.06,0.00%
19777,027495,易方达中证电池主题ETF联接发起式C,2026-07-31,0.8118,0.8118,0.97,1.64,-18.71,,,,,,,-18.82,-18.82,0.00%
19778,027494,易方达中证电池主题ETF联接发起式A,2026-07-31,0.812,0.812,0.97,1.64,-18.69,,,,,,,-18.8,-18.8,0.03%
19779,021780,东方红成长先锋混合C,2026-07-31,0.7354,0.7354,4.88,-11.3,-34.88,-24.86,,,,,,-26.46,-26.46,0.00%
19780,027083,工银稳健丰汇180天持有债券A,2026-07-31,1.0037,1.0037,0.01,0.01,0.07,0.37,,,,,,0.37,0.37,0.03%
19781,027324,光大保德信北证50成份指数C,2026-07-31,0.8789,0.8789,3.05,4.67,-11.31,,,,,,,-12.11,-12.11,0.00%
19782,026808,易方达研究智选股票C,2026-07-31,0.9501,0.9501,2.04,-1.78,-20.3,-10.14,,,,,,-4.99,-4.99,0.00%
19783,027939,财通科创主题灵活配置混合(LOF)C,2026-07-31,0.64,0.64,3.69,-12.93,-37.4,,,,,,,-36.0,-36.0,0.00%
19784,026595,万家润安稳健三个月持有期混合(FOF)C,2026-07-29,0.9991,0.9991,0.1,-0.05,-0.02,-0.26,,,,,,-0.09,,0.00%
19785,027596,景顺长城中证有色金属矿业主题ETF联接A,2026-07-31,0.9943,0.9943,2.09,2.52,-0.56,,,,,,,-0.56,-0.560056,0.03%
19786,027343,中邮尊享混合发起式C,2026-07-31,0.9923,0.9923,0.09,-0.11,-0.74,,,,,,,-0.77,-0.77,0.00%
19787,027568,中邮嘉享混合发起式A,2026-07-31,1.0019,1.0019,0.0,0.09,0.19,,,,,,,0.19,0.19,0.05%
